Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Esna Bilişim,"Sanayi Kozalı Caddesi No:10 G D:Blok D2, 41040 İzmit/Kocaeli",,,http://esnabilisim.com/,https://www.google.com/maps/place/Esna+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb455e8e50ffb3:0xd3e00821a99b6437!8m2!3d40.7546649!4d29.9543925!16s%2Fg%2F11q4674b37!19sChIJs_9Qjl5FyxQRN2SbqSEI4NM?authuser=0&hl=tr&rclk=1
YWT | Kocaeli Web Tasarımı Firması,"Kemalpaşa Mah. Gümrükçüler Cad. No: 13 izmit/kocaeli Fazlıoğlu İş Merkezi, Kat: 3 / 51, 41200 İzmit/Kocaeli",0551 892 82 28,,https://www.ywt.com.tr/,https://www.google.com/maps/place/YWT+%7C+Kocaeli+Web+Tasar%C4%B1m%C4%B1+Firmas%C4%B1/data=!4m7!3m6!1s0x14cb514fc44c8e5f:0xfd9d72f15edb3b0f!8m2!3d40.7618271!4d29.9226993!16s%2Fg%2F11t9mljz53!19sChIJX45MxE9RyxQRDzvbXvFynf0?authuser=0&hl=tr&rclk=1
Mita Yazılım,"D130 No:30B39, Sahil, 41090 Başiskele/Kocaeli",0533 231 40 28,,https://www.mitayazilim.com/contact/,https://www.google.com/maps/place/Turkcell+Erhanlar+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb457e35b03bbd:0x22a07fba05f32e75!8m2!3d40.764182!4d29.9310577!16s%2Fg%2F11g7kyfxh0!19sChIJvTuwNX5FyxQRdS7zBbp_oCI?authuser=0&hl=tr&rclk=1
Mita Yazılım,"D130 No:30B39, Sahil, 41090 Başiskele/Kocaeli",0533 231 40 28,,https://www.mitayazilim.com/contact/,https://www.google.com/maps/place/Destek+Teknik+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f879ad92e57:0xcc0f30216c1665d4!8m2!3d40.7632675!4d29.9381979!16s%2Fg%2F1hcb31p23!19sChIJVy7ZmodPyxQR1GUWbCEwD8w?authuser=0&hl=tr&rclk=1
Sevak Yazılım Danışmanlık Mimarlık,"Sanayi, Çarşı Yapı G Blok No.3, 41040 İzmit/Kocaeli",0531 916 04 53,,https://www.sevakgrup.com/,https://www.google.com/maps/place/Mita+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb445f623c1e01:0xb59cc3cdb6516498!8m2!3d40.7135658!4d29.9278659!16s%2Fg%2F11lcj84tk5!19sChIJAR48Yl9EyxQRmGRRts3DnLU?authuser=0&hl=tr&rclk=1
WOLSOFT BİLİŞİM,"Çukurbağ, Bahariye Cd. No:98, 41100 İzmit/Kocaeli",(0262) 322 30 36,,N/A,https://www.google.com/maps/place/Gocce+Reklam+ve+Yaz%C4%B1l%C4%B1m+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4f9afddc568b:0x2430c1cad470035f!8m2!3d40.7637439!4d29.9523865!16s%2Fg%2F11l5h7r6c0!19sChIJi1bc_ZpPyxQRXwNw1MrBMCQ?authuser=0&hl=tr&rclk=1
Intelciv Yazılım ve İnşaat Teknolojileri Ltd. Şti.,"Ömerağa, Alemdar Cd. No: 39 İç Kapı No: 19, 41300 İzmit/Kocaeli",0541 553 66 86,,https://intelciv.com/,https://www.google.com/maps/place/Sevak+Yaz%C4%B1l%C4%B1m+Dan%C4%B1%C5%9Fmanl%C4%B1k+Mimarl%C4%B1k/data=!4m7!3m6!1s0x14cb4562b49147b3:0x16c4d8d04dc296ad!8m2!3d40.7544734!4d29.9543276!16s%2Fg%2F11splh_kgh!19sChIJs0eRtGJFyxQRrZbCTdDYxBY?authuser=0&hl=tr&rclk=1
Vatan Bilgisayar İzmit,"Gölcük Yolu, Ömer Türkçakal Blv. No:89, 41040 İzmit/Kocaeli",(0262) 335 06 46,,http://www.vatanbilgisayar.com/,https://www.google.com/maps/place/WOLSOFT+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f804f7658e7:0x1e46a95dec9428af!8m2!3d40.767288!4d29.9297149!16s%2Fg%2F1vp2y8hd!19sChIJ51h2T4BPyxQRryiU7F2pRh4?authuser=0&hl=tr&rclk=1
Albay Bilgisayar,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza Kat 1 No 71, 41200 İzmit/Kocaeli",0507 343 69 80,,N/A,https://www.google.com/maps/place/Intelciv+Yaz%C4%B1l%C4%B1m+ve+%C4%B0n%C5%9Faat+Teknolojileri+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb45e13ebed57f:0xf3199e3f2f9ccbbd!8m2!3d40.7644059!4d29.9282366!16s%2Fg%2F11lf7gp4j2!19sChIJf9W-PuFFyxQRvcucLz-eGfM?authuser=0&hl=tr&rclk=1
Samsung Kocaeli Beyaz Eşya ve Elektronik Yetkili Servisi Kadıköy,"Kadıköy, Çimen Sk. No:18, 41050 İzmit/Kocaeli",(0262) 331 10 10,,N/A,https://www.google.com/maps/place/Vatan+Bilgisayar+%C4%B0zmit/data=!4m7!3m6!1s0x14cb451311cc3635:0x598bd79cac2b1f53!8m2!3d40.7415199!4d29.9440403!16s%2Fg%2F1hc18b3ls!19sChIJNTbMERNFyxQRUx8rrJzXi1k?authuser=0&hl=tr&rclk=1
Hızlı Yazarkasa,"Körfez Mah. Yüce Rıfat Sokak Soyer Plaza No:73 Kat:4 Daire:10, 41050 İzmit/Kocaeli",0530 788 98 98,"bilgi@hizliyazarkasa.com, wght@100..900",https://hizliyazarkasa.com/,https://www.google.com/maps/place/Albay+Bilgisayar/data=!4m7!3m6!1s0x14cb460ddf7af463:0x9fd7680af5cd7212!8m2!3d40.7650001!4d29.9291967!16s%2Fg%2F11nnv_8lyb!19sChIJY_R63w1GyxQREnLN9Qpo158?authuser=0&hl=tr&rclk=1
bucod - Yazılım ve Web Geliştirme,"Sanayi, Çelikyay Sokak No: 15/3, 41060 İzmit/Kocaeli",0531 901 13 07,"typed.js@2.0.12, devicon@v2.15.1, info@bucod.com",https://www.bucod.com/,https://www.google.com/maps/place/Samsung+Kocaeli+Beyaz+E%C5%9Fya+ve+Elektronik+Yetkili+Servisi+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cb4f1c2184417b:0x136ea3a12bca80f4!8m2!3d40.7669095!4d29.9433313!16s%2Fg%2F11j68c_gd9!19sChIJe0GEIRxPyxQR9IDKK6GjbhM?authuser=0&hl=tr&rclk=1
Metaj Bilgisayar Kocaeli Teknik Servis,"Ömerağa, Abdurrahman Yüksel Cd. No:66, 41100 İzmit/Kocaeli",0545 267 10 21,,N/A,https://www.google.com/maps/place/H%C4%B1zl%C4%B1+Yazarkasa/data=!4m7!3m6!1s0x14cb4f21cd04737d:0xe7a95774318b7d20!8m2!3d40.7634235!4d29.9536221!16s%2Fg%2F11hz99hf_r!19sChIJfXMEzSFPyxQRIH2LMXRXqec?authuser=0&hl=tr&rclk=1
teknocom,"Karabaş, Gümüşlü Sk. ersoy apt no:10/1, 41100 İzmit/Kocaeli",0543 854 41 41,,N/A,https://www.google.com/maps/place/bucod+-+Yaz%C4%B1l%C4%B1m+ve+Web+Geli%C5%9Ftirme/data=!4m7!3m6!1s0x14cb45d12a28487b:0x65db32f4c08e267f!8m2!3d40.757018!4d29.9552325!16s%2Fg%2F11tg3bs14f!19sChIJe0goKtFFyxQRfyaOwPQy22U?authuser=0&hl=tr&rclk=1
Toshiba servisi kocaeli,"Ömerağa, Müjdat Afşin Sk. No:6 Blok no 40, 41100 İzmit/Kocaeli",(0262) 324 61 39,,N/A,https://www.google.com/maps/place/Metaj+Bilgisayar+Kocaeli+Teknik+Servis/data=!4m7!3m6!1s0x14cb457fef95185f:0xca0cc559f63f3ba3!8m2!3d40.765117!4d29.929462!16s%2Fg%2F11b7lm7cn6!19sChIJXxiV739FyxQRozs_9lnFDMo?authuser=0&hl=tr&rclk=1
EcuMasters KOCAELİ Lisanslı Chip Tuning,"Sanayi, Sarı Limon Sokak No:11, 41100 İzmit/Kocaeli",0553 972 55 80,swiper@7.3.1,https://ecumasters.com.tr/,https://www.google.com/maps/place/teknocom/data=!4m7!3m6!1s0x14cb4f3168b8ffed:0x8c1f167941dbdca9!8m2!3d40.7652451!4d29.9339568!16s%2Fg%2F11wbd3p5h4!19sChIJ7f-4aDFPyxQRqdzbQXkWH4w?authuser=0&hl=tr&rclk=1
Kocaeli Yazılım,"Nizamettin Çetin İşhanı, Kemalpaşa, Kemaliye Cd. No:5/5, 41100 İzmit/Kocaeli",0850 220 2525,,http://www.kocaeliyazilim.com/,https://www.google.com/maps/place/Toshiba+servisi+kocaeli/data=!4m7!3m6!1s0x14cb457feb2764eb:0x250c2c5d90a3a84f!8m2!3d40.7644901!4d29.9283859!16s%2Fg%2F11c51rqz19!19sChIJ62Qn639FyxQRT6ijkF0sDCU?authuser=0&hl=tr&rclk=1
Erp Global Bilişim ve Danışmanlık Ltd. Şti,"Kemalpaşa Mah. Hürriyet Cad Gakko Kervansaray İş Hanı, Kat:5 No:67, 41100 İzmit/Kocaeli",0533 217 36 37,info@erpyonetim.com,https://www.erpyonetim.com/,https://www.google.com/maps/place/EcuMasters+KOCAEL%C4%B0+Lisansl%C4%B1+Chip+Tuning/data=!4m7!3m6!1s0x14cb4f1d8b6d1b03:0x264a3c342a55d947!8m2!3d40.7436621!4d29.9467508!16s%2Fg%2F11nmt2f1m6!19sChIJAxttix1PyxQRR9lVKjQ8SiY?authuser=0&hl=tr&rclk=1
Erp Global Bilişim ve Danışmanlık Ltd. Şti,"Kemalpaşa Mah. Hürriyet Cad Gakko Kervansaray İş Hanı, Kat:5 No:67, 41100 İzmit/Kocaeli",0533 217 36 37,info@erpyonetim.com,https://www.erpyonetim.com/,https://www.google.com/maps/place/Kocaeli+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb458170dce6b1:0xe02b90749fc8c474!8m2!3d40.7631236!4d29.9245461!16s%2Fg%2F1pp2vgd35!19sChIJsebccIFFyxQRdMTIn3SQK-A?authuser=0&hl=tr&rclk=1
Erp Global Bilişim ve Danışmanlık Ltd. Şti,"Kemalpaşa Mah. Hürriyet Cad Gakko Kervansaray İş Hanı, Kat:5 No:67, 41100 İzmit/Kocaeli",0533 217 36 37,info@erpyonetim.com,https://www.erpyonetim.com/,https://www.google.com/maps/place/Erp+Global+Bili%C5%9Fim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Ltd.+%C5%9Eti/data=!4m7!3m6!1s0x14cb45ffebd4ccd7:0x54531c20dc3ac43f!8m2!3d40.7628572!4d29.9226128!16s%2Fg%2F11rvjz3d89!19sChIJ18zU6_9FyxQRP8Q63CAcU1Q?authuser=0&hl=tr&rclk=1
MKS BİLİŞİM VE YAZILIM,"Cedit, Atatürk Blv., 41300 İzmit/Kocaeli",,,N/A,"https://www.google.com/maps/place/Essente+Bili%C5%9Fim+%7C+Kocaeli+Web+Tasar%C4%B1m,+E-Ticaret,+Sosyal+Medya,+Mobil+Uygulama/data=!4m7!3m6!1s0x14cb4581b460c173:0xb46be978a62b5fbe!8m2!3d40.7442881!4d29.9552254!16s%2Fg%2F1v_qr95x!19sChIJc8FgtIFFyxQRvl8rpnjpa7Q?authuser=0&hl=tr&rclk=1"
Baybarkod,"Karabaş, Müneccim Arif Sk. APT. NO:15, 41040 İzmit/Kocaeli",(0262) 332 33 70,,https://www.baybarkod.com/,https://www.google.com/maps/place/Kocaeli+G%C3%B6n%C3%BCll%C3%BCs%C3%BC/data=!4m7!3m6!1s0x14cb45634c3c0001:0x32911336a49f8da7!8m2!3d40.7588906!4d29.9396545!16s%2Fg%2F11s6fj4j0c!19sChIJAQA8TGNFyxQRp42fpDYTkTI?authuser=0&hl=tr&rclk=1
Vivo Bilişim,"Kat:1, Tavşantepe, Turan Güneş Cd. 439-1, 41060 İzmit/Kocaeli",(0262) 606 07 08,,N/A,https://www.google.com/maps/place/MKS+B%C4%B0L%C4%B0%C5%9E%C4%B0M+VE+YAZILIM/data=!4m7!3m6!1s0x14cb4f1b2cc9aa55:0xcb8446abed6a3ef9!8m2!3d40.7654273!4d29.9384304!16s%2Fg%2F11fn1ys2d8!19sChIJVarJLBtPyxQR-T5q7atGhMs?authuser=0&hl=tr&rclk=1
Perawise Yazılım Ofisi,"Yenişehir, Sultan Baba Sk. No:39/B, 41050 İzmit/Kocaeli",0530 935 04 27,,N/A,https://www.google.com/maps/place/Baybarkod/data=!4m7!3m6!1s0x14cb4ff16ee1bbad:0xa5f229a84b2f4d96!8m2!3d40.7639277!4d29.9372118!16s%2Fg%2F11vwg_ykcg!19sChIJrbvhbvFPyxQRlk0vS6gp8qU?authuser=0&hl=tr&rclk=1
Laplace Elektronik Bil.Hiz.San. ve Tic. ltd. Şti.,"Karadenizliler Mah. Bosna Hersek Sk. No: 7/2 İzmit, 41140 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Vivo+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4fc2a7adcd8d:0xd7645fe54a26a98c!8m2!3d40.7753215!4d29.9617796!16s%2Fg%2F11c5xw23f4!19sChIJjc2tp8JPyxQRjKkmSuVfZNc?authuser=0&hl=tr&rclk=1
Medya Bilgisayar,"Ömerağa, Belsa Sk. No:3, 41300 İzmit/Kocaeli",(0262) 332 09 18,,N/A,https://www.google.com/maps/place/Perawise+Yaz%C4%B1l%C4%B1m+Ofisi/data=!4m7!3m6!1s0x14cb4f28da310301:0x770280fd627cf27d!8m2!3d40.7638668!4d29.9624691!16s%2Fg%2F11p0y3hmsp!19sChIJAQMx2ihPyxQRffJ8Yv2AAnc?authuser=0&hl=tr&rclk=1
Medya Bilgisayar,"Ömerağa, Belsa Sk. No:3, 41300 İzmit/Kocaeli",(0262) 332 09 18,,N/A,https://www.google.com/maps/place/Laplace+Elektronik+Bil.Hiz.San.+ve+Tic.+ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb45513c72f327:0xe59399a93544f55a!8m2!3d40.7495933!4d29.9663695!16s%2Fg%2F11cnbtj672!19sChIJJ_NyPFFFyxQRWvVENamZk-U?authuser=0&hl=tr&rclk=1
Help Bilişim,"Şen İşmerkezi, Ömerağa, Alemdar Cd. No:44, 41600 İzmit/Kocaeli",0554 991 57 47,,N/A,https://www.google.com/maps/place/Medya+Bilgisayar/data=!4m7!3m6!1s0x14cb457fe6ff419f:0xce1f837d3625548b!8m2!3d40.7644949!4d29.9287128!16s%2Fg%2F1262rhflm!19sChIJn0H_5n9FyxQRi1QlNn2DH84?authuser=0&hl=tr&rclk=1
Roboland Yazılım ve Danışmanlık Hizmetleri,"Yenikent Mahallesi Gizem Sokak No: 21H, 41900 Derince/Kocaeli",0552 159 22 41,,N/A,https://www.google.com/maps/place/Prodos+Bilgisayar/data=!4m7!3m6!1s0x14cb4ff40841d611:0xc598bc060096cf8a!8m2!3d40.764889!4d29.9295621!16s%2Fg%2F113h_hp56!19sChIJEdZBCPRPyxQRis-WAAa8mMU?authuser=0&hl=tr&rclk=1
Dr.Ecu Kocaeli,"Yenişehir, Çınar Sk. No:14, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Help+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb457ff0a1adf9:0x390a9f6efc33c959!8m2!3d40.7654035!4d29.9282432!16s%2Fg%2F1hc11ynm9!19sChIJ-a2h8H9FyxQRWckz_G6fCjk?authuser=0&hl=tr&rclk=1
ATLANTIS BILIŞIM,"Doğan, Hatipköy Cd. No:10, 41100 İzmit/Kocaeli",(0262) 227 00 27,,https://www.parcaoem.com/k/uydu-alici/1949/,https://www.google.com/maps/place/Roboland+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Hizmetleri/data=!4m7!3m6!1s0x14cb4704e3b0e7e1:0xd70a8f12eeea5b1!8m2!3d40.7800563!4d29.8098663!16s%2Fg%2F11n0pmrltz!19sChIJ4eew4wRHyxQRsaXuLvGocA0?authuser=0&hl=tr&rclk=1
JumboSoft Yazılım - Kocaeli E-ticaret,"Sanayi Mah. D-130 Karayolu Cad. No:117, 41100 İzmit/Kocaeli",(0262) 322 41 12,,https://www.jumbosoft.com.tr/,https://www.google.com/maps/place/Dr.Ecu+Kocaeli/data=!4m7!3m6!1s0x14cb4ff775b621d1:0xce8f6019c48ab647!8m2!3d40.764429!4d29.9614909!16s%2Fg%2F11f9g_287y!19sChIJ0SG2dfdPyxQRR7aKxBlgj84?authuser=0&hl=tr&rclk=1
incodetr,"Ömerağa Mah Şehabettin bilgisu Cad Latifbey Sok Fersan İş Hanı K2/7, 41300 İzmit/Kocaeli",0552 301 61 90,,http://www.incodetr.com/,https://www.google.com/maps/place/ATLANTIS+BILI%C5%9EIM/data=!4m7!3m6!1s0x14cb460c0c11227f:0x63abf908f5c1a6ba!8m2!3d40.7663075!4d29.8754227!16s%2Fg%2F11h45qtyzv!19sChIJfyIRDAxGyxQRuqbB9Qj5q2M?authuser=0&hl=tr&rclk=1
ÖZÜER BİLİŞİM TEKNOLOJİLERİ KONICA MINOLTA,"M. Alipaşa, Erkan Sk. No:31, 41100 İzmit/Kocaeli",(0262) 325 34 81,info@ozuerburo.com,http://www.ozuerburo.com/,https://www.google.com/maps/place/JumboSoft+Yaz%C4%B1l%C4%B1m+-+Kocaeli+E-ticaret/data=!4m7!3m6!1s0x14cb45be6d59d687:0x2407165dc89897f4!8m2!3d40.7442642!4d29.9552219!16s%2Fg%2F11mwzgsh_1!19sChIJh9ZZbb5FyxQR9JeYyF0WByQ?authuser=0&hl=tr&rclk=1
ÖZÜER BİLİŞİM TEKNOLOJİLERİ KONICA MINOLTA,,,,http://www.gokkusagi.com.tr/,https://www.google.com/maps/place/incodetr/data=!4m7!3m6!1s0x14cb45861c0df149:0x7e7c2335dc2cd802!8m2!3d40.7626421!4d29.9270353!16s%2Fg%2F11fmpcwdbl!19sChIJSfENHIZFyxQRAtgs3DUjfH4?authuser=0&hl=tr&rclk=1
Sultan Bilgisayar,"Fevzi Çakmak, Hürriyet Cad. Gakko Kervansaray İş Hanı D:30, 41310 İzmit/Kocaeli (Izmit)",(0262) 321 04 71,,N/A,https://www.google.com/maps/place/%C3%96Z%C3%9CER+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0LER%C4%B0+KONICA+MINOLTA/data=!4m7!3m6!1s0x14cb4ff3728dde73:0xb4f6bdaffdf86095!8m2!3d40.7642507!4d29.9538367!16s%2Fg%2F11fy_6f37t!19sChIJc96NcvNPyxQRlWD4_a-99rQ?authuser=0&hl=tr&rclk=1
BELSA PLAZA Anatolia Bilgisayar Satış ve Servis Hizmetleri,"ömerağa mahallesi abdurrahman yüksel caddesi belsa plaza iş merkezi, ömerağa mh. belsa plaza iş merkezi k1 no:148 izmit/kocaeli, Belsa plaza iş merkezi k1 no 148-149 izmit merkez, belsa plaza kat 2 no 148, 41200 İZMİT/Kocaeli",(0262) 323 63 06,,N/A,https://www.google.com/maps/place/G%C3%96KKU%C5%9EA%C4%9EI+B%C4%B0LG%C4%B0SASAYAR+SAN.+VE+T%C4%B0C.+LTD.+%C5%9ETi./data=!4m7!3m6!1s0x14cb455e8650dd71:0x91774cd82bbf5911!8m2!3d40.7545979!4d29.9543221!16s%2Fg%2F11c2j79rz4!19sChIJcd1Qhl5FyxQREVm_K9hMd5E?authuser=0&hl=tr&rclk=1
Danıştek,"Serdar, Karaca Sk. No:14, 41100 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Sultan+Bilgisayar/data=!4m7!3m6!1s0x14cb45819da58f31:0x4b57ce3be5c050e1!8m2!3d40.775517!4d29.991453!16s%2Fg%2F1hc23h816!19sChIJMY-lnYFFyxQR4VDA5TvOV0s?authuser=0&hl=tr&rclk=1
D'SMART İZMİT ANA BAYİİ,"Kadıköy, tercümanoğlu sokak no 27/A, 41100 İzmit/Kocaeli",(0262) 226 03 88,,https://aniluydutv.com.tr/,https://www.google.com/maps/place/BELSA+PLAZA+Anatolia+Bilgisayar+Sat%C4%B1%C5%9F+ve+Servis+Hizmetleri/data=!4m7!3m6!1s0x14cb45f3163188a3:0x70c2c9f81757b0e1!8m2!3d40.7649696!4d29.9292946!16s%2Fg%2F1hc3nt0d3!19sChIJo4gxFvNFyxQR4bBXF_jJwnA?authuser=0&hl=tr&rclk=1
Kocaeli Life,"Mehmet Ali Paşa Mahallesi, Erkan Sk. No:27, 41110 İzmit/Kocaeli",(0262) 323 93 92,,http://kocaelilife.com/,https://www.google.com/maps/place/Dan%C4%B1%C5%9Ftek/data=!4m7!3m6!1s0x14cb45f00ea4220b:0xa05eebc62e7ba897!8m2!3d40.7674823!4d29.8935556!16s%2Fg%2F11h54z72c8!19sChIJCyKkDvBFyxQRl6h7LsbrXqA?authuser=0&hl=tr&rclk=1
Belsa Plaza Nüans Teknoloji,"Ömerağa Mah İstiklal cad. Belsa Plaza A.V.M No:111 Kat:1, 41100 İzmit/Kocaeli",0542 552 83 07,,N/A,https://www.google.com/maps/place/D%27SMART+%C4%B0ZM%C4%B0T+ANA+BAY%C4%B0%C4%B0/data=!4m7!3m6!1s0x84e29a6f2e231447:0x3b7a441f7375fe4d!8m2!3d40.7688434!4d29.9447902!16s%2Fg%2F11sc29h7bv!19sChIJRxQjLm-a4oQRTf51cx9Eejs?authuser=0&hl=tr&rclk=1
Kocaeli Dijital | Web Tasarım ve Dijital Medya Ajansı,"Öztalay İş Merkezi, Ömerağa, Fethiye Cd. No:170, 41100 İzmit/Kocaeli",0850 303 0241,info@kocaelidijital.com,https://kocaelidijital.com/,https://www.google.com/maps/place/Kocaeli+Life/data=!4m7!3m6!1s0x14cb4f6ebf908679:0x300037d4f45a0c80!8m2!3d40.7642626!4d29.9541391!16s%2Fg%2F11rg1yjxvb!19sChIJeYaQv25PyxQRgAxa9NQ3ADA?authuser=0&hl=tr&rclk=1
Yasa Medya Kocaeli Reklam Ajansı,"Yenişehir, Demokrasi Cd. No:27 / 10, 41100 İzmit/Kocaeli",0549 718 41 00,info@yasamedya.com,https://yasamedya.com/,https://www.google.com/maps/place/Belsa+Plaza+N%C3%BCans+Teknoloji/data=!4m7!3m6!1s0x14cb4551bee097a5:0x51ee23b474abb4d9!8m2!3d40.7651901!4d29.9299106!16s%2Fg%2F11h7fnw5kv!19sChIJpZfgvlFFyxQR2bSrdLQj7lE?authuser=0&hl=tr&rclk=1
Aerotek Bilişim Sanayi ve Ticaret AŞ.,"Sanayi Alemdar Cad, Çarşı Yapı koza Sok No:10 F6 Blok, 41040 İzmit/Kocaeli",(0262) 324 55 55,satis@turhost.com,http://www.turhost.com/,https://www.google.com/maps/place/Kocaeli+Dijital+%7C+Web+Tasar%C4%B1m+ve+Dijital+Medya+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb455b4fea1bbd:0xb63eb5a5835fd9e7!8m2!3d40.7645882!4d29.9267269!16s%2Fg%2F11tf331sb9!19sChIJvRvqT1tFyxQR59lfg6W1PrY?authuser=0&hl=tr&rclk=1
,"Mehmet Ali Paşa Mahallesi, Sabit Barış Sk. No:4, 41050 İzmit/Kocaeli",(0262) 323 25 23,info@ergbilisim.com.tr,http://www.ergbilisim.com.tr/,https://www.google.com/maps/place/Yasa+Medya+Kocaeli+Reklam+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4f56712f3e99:0x537cfc0f67201cc1!8m2!3d40.7627086!4d29.9635322!16s%2Fg%2F11hyjly8z1!19sChIJmT4vcVZPyxQRwRwgZw_8fFM?authuser=0&hl=tr&rclk=1
,"Mehmet Ali Paşa Mahallesi, Sabit Barış Sk. No:4, 41050 İzmit/Kocaeli",(0262) 323 25 23,info@ergbilisim.com.tr,http://www.ergbilisim.com.tr/,https://www.google.com/maps/place/Aerotek+Bili%C5%9Fim+Sanayi+ve+Ticaret+A%C5%9E./data=!4m7!3m6!1s0x14cb455c20369729:0x972f52cf017d695f!8m2!3d40.7536543!4d29.9551912!16s%2Fg%2F11b6hv_sq7!19sChIJKZc2IFxFyxQRX2l9Ac9SL5c?authuser=0&hl=tr&rclk=1
Sosyal Medya Uzmanı,"Acısu, Şht. Hakan İmamoğlu Cd. No:20/21, 41320 Kartepe/Kocaeli",0541 926 50 65,,N/A,https://www.google.com/maps/place/ERG+Bili%C5%9Fim+Teknolojileri%2FFotokopi%2FFaks%2FPrinter/data=!4m7!3m6!1s0x14cb4f3c37810877:0xf5cff9c929a184e7!8m2!3d40.7658003!4d29.9539178!16s%2Fg%2F11f03lm330!19sChIJdwiBNzxPyxQR54ShKcn5z_U?authuser=0&hl=tr&rclk=1
Kocaeli Bilgisayar,"Ömerağa mahallesi İstiklal Caddesi, Belsa Sk. Kat:1 No:120, 41100 İzmit/Kocaeli",(0262) 321 11 81,info@kocaelibilgisayar.com.tr,https://www.kocaelibilgisayar.com.tr/,https://www.google.com/maps/place/ENON+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0+LTD.+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4f87d77102cd:0x495278a82713f136!8m2!3d40.764665!4d29.939149!16s%2Fg%2F1tcy_k9s!19sChIJzQJx14dPyxQRNvETJ6h4Ukk?authuser=0&hl=tr&rclk=1
MG Remaps Chip Tuning Upgrade,"Körfez Sanayi Sitesi, Sanayi, 6. Cd. No:5 blok no.20, 41100 Başiskele/Kocaeli",0532 267 33 55,,http://www.mgremaps.com/,https://www.google.com/maps/place/Sosyal+Medya+Uzman%C4%B1/data=!4m7!3m6!1s0x14cb57eda49e7f39:0x31985624bad0535e!8m2!3d40.7295876!4d30.1106364!16s%2Fg%2F11fkdv43qx!19sChIJOX-epO1XyxQRXlPQuiRWmDE?authuser=0&hl=tr&rclk=1
MG Remaps Chip Tuning Upgrade,"Körfez Sanayi Sitesi, Sanayi, 6. Cd. No:5 blok no.20, 41100 Başiskele/Kocaeli",0532 267 33 55,"info@imomentumdijital.com, info@momentumdijital.com",https://momentumdijital.com/,https://www.google.com/maps/place/Kocaeli+Bilgisayar/data=!4m7!3m6!1s0x14cb457f93aa83db:0xc1a5e6fdfcffb3e2!8m2!3d40.7646925!4d29.9290283!16s%2Fg%2F1twxntcg!19sChIJ24Oqk39FyxQR4rP__P3mpcE?authuser=0&hl=tr&rclk=1
Yazarge Bilişim San. Tic. Ltd. Şti - Kocaeli Web Tasarım,"Yenişehir, 1. Cd No:50, 41050 İzmit/Kocaeli",0850 304 9974,,N/A,https://www.google.com/maps/place/MG+Remaps+Chip+Tuning+Upgrade/data=!4m7!3m6!1s0x14cb455b4e379817:0x454406a4d34387e3!8m2!3d40.7486176!4d29.9490757!16s%2Fg%2F11c5b4161v!19sChIJF5g3TltFyxQR44dD06QGREU?authuser=0&hl=tr&rclk=1
Digital Elektronik Hasan Lüleci,"Kadıköy, Atatürk Blv. No:35, 41050 İzmit/Kocaeli",0536 224 74 22,,https://digitalelektronik.net/,https://www.google.com/maps/place/Momentum+Dijital+Pazarlama+ve+Teknoloji+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb516ab0cdffa1:0x520a8b7bb9084ca5!8m2!3d40.7666661!4d29.9768537!16s%2Fg%2F11vwz6s6vg!19sChIJof_NsGpRyxQRpUwIuXuLClI?authuser=0&hl=tr&rclk=1
