Name,Address,Phone,Email,Website,Google Maps Link
BELSA GSM,"Ömerağa mah abdurahman yüksel caddesi belsa plaza no35 belsa plaza d giriş kapısı 10 metre ilerisi belsagsm, 41100 İzmit/Kocaeli",0552 224 72 04,,N/A,https://www.google.com/maps/place/Berkay%C3%B6z+cep+telefonu+tamir-sat%C4%B1%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb4fa376f4e78f:0x3667f91c8279c7c7!8m2!3d40.781616!4d29.9330401!16s%2Fg%2F11w2dkjkjy!19sChIJj-f0dqNPyxQRx8d5ghz5ZzY?authuser=0&hl=tr&rclk=1
Kadir Teknik Servis,"Bağdat Caddesi, Baycan Sk. No:2C, 41100 İzmit/Kocaeli",0542 720 97 13,,N/A,https://www.google.com/maps/place/Escom+Bili%C5%9Fim+Cep+Telefonu+Tablet+Laptop+Notebook+Yaz%C4%B1c%C4%B1+Her+T%C3%BCrl%C3%BC+Elektronik+Alet+Tamir+servisi/data=!4m7!3m6!1s0x14cb51031df3273b:0xd08867494bc25d36!8m2!3d40.751467!4d30.0249487!16s%2Fg%2F11nkk3h0m5!19sChIJOyfzHQNRyxQRNl3CS0lniNA?authuser=0&hl=tr&rclk=1
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/BELSA+GSM/data=!4m7!3m6!1s0x14cb453480507acf:0xe45d82badc69b2aa!8m2!3d40.7646915!4d29.9293375!16s%2Fg%2F11rjj906gv!19sChIJz3pQgDRFyxQRqrJp3LqCXeQ?authuser=0&hl=tr&rclk=1
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/Kadir+Teknik+Servis/data=!4m7!3m6!1s0x14cb4fba1e861bc1:0xcbe49686c791c050!8m2!3d40.7672101!4d29.9481325!16s%2Fg%2F11j37shwyq!19sChIJwRuGHrpPyxQRUMCRx4aW5Ms?authuser=0&hl=tr&rclk=1
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/Bilgesis+Bilgisayar+ve+%C4%B0leti%C5%9Fim+Sis.+San.+Tic.+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb457f580b1b1b:0xb8d3c685c139be93!8m2!3d40.7560222!4d29.9560773!16s%2Fg%2F11b6jgqlvg!19sChIJGxsLWH9FyxQRk745wYXG07g?authuser=0&hl=tr&rclk=1
Yavuz-Can Otomotiv,"Karadenizliler, 41140 Başiskele/Kocaeli",0546 893 02 19,,N/A,https://www.google.com/maps/place/%C3%96z+Teknik+Market/data=!4m7!3m6!1s0x2f35161abf5d5457:0xba5e5129ec6c9399!8m2!3d40.72386!4d29.9620295!16s%2Fg%2F11t9cv2b_t!19sChIJV1RdvxoWNS8RmZNs7ClRXro?authuser=0&hl=tr&rclk=1
Paşa Elektronik,"Kadıköy, Reşitpaşa Sk. No:29 D:1, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/%C4%B0phone+garantili+teknik+servis/data=!4m7!3m6!1s0x14cb451d8b9c3287:0xe3999e49bbb0369c!8m2!3d40.7638916!4d29.9262972!16s%2Fg%2F11w33b4mcj!19sChIJhzKcix1FyxQRnDawu0memeM?authuser=0&hl=tr&rclk=1
NS Klima Sistemleri San. Tic. Ltd. Şti. Merkez,"M. Alipaşa, Erkan Sk. No:33 D:2, 41100 İzmit/Kocaeli",(0262) 321 03 21,,N/A,https://www.google.com/maps/place/Yavuz-Can+Otomotiv/data=!4m7!3m6!1s0x14cb45b023506b09:0xd605d2ee04865789!8m2!3d40.7500853!4d29.959918!16s%2Fg%2F11gtzb0nkh!19sChIJCWtQI7BFyxQRiVeGBO7SBdY?authuser=0&hl=tr&rclk=1
JET TEKNİK,"Karadenizliler, Ordulu Cd. no:66, 41140 Başiskele/Kocaeli",0542 332 41 41,,https://www.kocaelijetteknik.com/,https://www.google.com/maps/place/Pa%C5%9Fa+Elektronik/data=!4m7!3m6!1s0x14cb4f4dfcea8637:0x2031426ae7dbd148!8m2!3d40.7671083!4d29.943107!16s%2Fg%2F11sccw1t17!19sChIJN4bq_E1PyxQRSNHb52pCMSA?authuser=0&hl=tr&rclk=1
JET TEKNİK,"Karadenizliler, Ordulu Cd. no:66, 41140 Başiskele/Kocaeli",0542 332 41 41,,https://www.kocaelijetteknik.com/,https://www.google.com/maps/place/NS+Klima+Sistemleri+San.+Tic.+Ltd.+%C5%9Eti.+Merkez/data=!4m7!3m6!1s0x14cb4fd71c5052c7:0x5851a43b45bf9ed3!8m2!3d40.7641019!4d29.9536948!16s%2Fg%2F11kpg8154z!19sChIJx1JQHNdPyxQR056_RTukUVg?authuser=0&hl=tr&rclk=1
JET TEKNİK,"Karadenizliler, Ordulu Cd. no:66, 41140 Başiskele/Kocaeli",0542 332 41 41,,https://www.kocaelijetteknik.com/,https://www.google.com/maps/place/JET+TEKN%C4%B0K/data=!4m7!3m6!1s0x14cb453f54c6a15d:0x38b82f72657a3e4a!8m2!3d40.7477005!4d29.9652711!16s%2Fg%2F11rd29f5_s!19sChIJXaHGVD9FyxQRSj56ZXIvuDg?authuser=0&hl=tr&rclk=1
TEKNİKCELL,"Ömerağa Mahallesi Alemdar Caddesi Belsaplaza Zemin Kat No:72, 41100 İzmit/Kocaeli",0542 425 87 80,,N/A,https://www.google.com/maps/place/Y%C4%B1lmaz+Elektronik/data=!4m7!3m6!1s0x14cb4f8e54a66b55:0x5983e0dc11556241!8m2!3d40.7693413!4d29.9423991!16s%2Fg%2F1tkfwxqc!19sChIJVWumVI5PyxQRQWJVEdzgg1k?authuser=0&hl=tr&rclk=1
Melih Teknik (Beyaz Eşya),"Körfez, Hüseyin Top Sk. No:7/1, 41040 İzmit/Kocaeli",0536 564 83 96,,N/A,https://www.google.com/maps/place/ES+TEKNOLOJ%C4%B0/data=!4m7!3m6!1s0x14cb4722d8ffaa19:0x1cfb5f0454984219!8m2!3d40.7643422!4d29.9273185!16s%2Fg%2F11j64qrzj8!19sChIJGar_2CJHyxQRGUKYVARf-xw?authuser=0&hl=tr&rclk=1
FTS GSM,"Plaza Avm, Ömerağa, Belsa Sk. No:3, 41100 İzmit/Kocaeli",0501 298 52 41,,N/A,https://www.google.com/maps/place/TEKN%C4%B0KCELL/data=!4m7!3m6!1s0x14cb45ba75f04a9d:0x223acb7d6bd9092e!8m2!3d40.7646397!4d29.9290412!16s%2Fg%2F11ry7n82_w!19sChIJnUrwdbpFyxQRLgnZa33LOiI?authuser=0&hl=tr&rclk=1
YENİŞEHİR İLETİŞİM,"Yenişehir, Gazi Mustafa Kemal Blv. No:115, 41050 İzmit/Kocaeli",0537 337 89 89,,N/A,https://www.google.com/maps/place/Melih+Teknik+%28Beyaz+E%C5%9Fya%29/data=!4m7!3m6!1s0x14cb4fc18cddd863:0x13fb6ff86f1ad407!8m2!3d40.76073!4d29.949138!16s%2Fg%2F11pfyn60nh!19sChIJY9jdjMFPyxQRB9Qab_hv-xM?authuser=0&hl=tr&rclk=1
EPSON YETKİLİ TEKNİK SERVİS,"Karabaş, Müneccim Arif Sk. No: 23/A, 41040 İzmit/Kocaeli",(0262) 322 20 42,,http://www.hedefburomakinalari.com/,https://www.google.com/maps/place/FTS+GSM/data=!4m7!3m6!1s0x14cb45688e212e13:0x1c15b0842297e31f!8m2!3d40.7652486!4d29.9288101!16s%2Fg%2F11sjtlv991!19sChIJEy4hjmhFyxQRH-OXIoSwFRw?authuser=0&hl=tr&rclk=1
AKTİF TEKNİK SERVİS HİZMETLERİ,"Cedit, Şeyh Akif Cd. No:15/a, 41300 İzmit/Kocaeli",(0262) 325 55 09,,N/A,https://www.google.com/maps/place/YEN%C4%B0%C5%9EEH%C4%B0R+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f145465f8ad:0x4735312bb976dc4c!8m2!3d40.767885!4d29.9611132!16s%2Fg%2F11f5v8hpc4!19sChIJrfhlVBRPyxQRTNx2uSsxNUc?authuser=0&hl=tr&rclk=1
İPhone Kocaeli,"Erdem İş Merkezi, Ömerağa, Alemdar Cd. No:3 Kat:1, 41100 İzmit/Kocaeli",0551 895 78 38,,http://www.iphonekocaeli.com/,https://www.google.com/maps/place/EPSON+YETK%C4%B0L%C4%B0+TEKN%C4%B0K+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb4570684d02cd:0xa536c49b18e99151!8m2!3d40.7635742!4d29.9372877!16s%2Fg%2F11g0hmv7rc!19sChIJzQJNaHBFyxQRUZHpGJvENqU?authuser=0&hl=tr&rclk=1
Chery Plaza Kocaeli Kaya Yetkili Servisi,"Ovacık, Kullar Cad. No: 250, 41140 Başiskele/Kocaeli",0549 529 80 98,"info@cherykocaelikaya.com.tr, servis@cherykocaelikaya.com.tr",https://cherykocaelikaya.com.tr/,https://www.google.com/maps/place/AKT%C4%B0F+TEKN%C4%B0K+SERV%C4%B0S+H%C4%B0ZMETLER%C4%B0/data=!4m7!3m6!1s0x14cb4f7ec7180417:0x5fb3b91c3cec2770!8m2!3d40.7683344!4d29.936967!16s%2Fg%2F11h0zfw52r!19sChIJFwQYx35PyxQRcCfsPBy5s18?authuser=0&hl=tr&rclk=1
UNO Bilgisayar,"Yahyakaptan, Akasyalar Cd., 41050 İzmit/Kocaeli",0541 254 41 41,,http://instagram.com/unobilgisayar,https://www.google.com/maps/place/%C4%B0Phone+Kocaeli/data=!4m7!3m6!1s0x14cb4f800ab87559:0xa6eea890519f79bf!8m2!3d40.7623153!4d29.9287079!16s%2Fg%2F11f40lzlf_!19sChIJWXW4CoBPyxQRv3mfUZCo7qY?authuser=0&hl=tr&rclk=1
فراس للإتصالات. FİRAS İLETİŞİM,"Cedit Mah. Leyla Atakan Cd, Cedit, Hisar Gç. Sk. no:33, 41300 İzmit/Kocaeli",0538 732 31 98,,https://www.google.com/search?q=F%C4%B0RAS+%C4%B0LET%C4%B0%C5%9E%C4%B0M&stick=H4sIAAAAAAAA_-NgU1I1qDA0SU4ySTM0NrZINrBMTTS1MqgwTUwyTzGzNDYzNEg0T7EwWMQq7HZkQ5BjsMKRDT6uIUc2HJ13ZIMvAB4YRBw_AAAA&hl=ar&mat=CaXXQgBfBf9fElYBNqvzOrplrYjDZTlYJ1VcoC7TPQ_I0Ztrew-JlEwI3-zPALKZUCgN1DyFIqcNfuRqo-Wh9GOtzGCauj-uVaFa5yLPZIPPwPWcMSIlKKLSVoSNvSN7zA&authuser=0#lpg=cid:CgIgARICEAE%3D&pgsivoi=1&wptab=si:AC1wQDAXKblb4YtxZaDquKpQ5Js55CVph8NS1FIwBhgs6qyyHkh_tTh82OCWtmvTVfLNAjNRlTD-TCpUBthX-X9rZlMFvjjtjIkKayyvKSfwJ5pcRiZgT4MNcvZvFXly9MWLHbR4_08An-fzG8L926-jN5W1qgb4BA%3D%3D,https://www.google.com/maps/place/Chery+Plaza+Kocaeli+Kaya+Yetkili+Servisi/data=!4m7!3m6!1s0x14cb458dfa19e2b9:0x9d2d1c6619a1aac4!8m2!3d40.754974!4d29.9639739!16s%2Fg%2F11y94y2mmx!19sChIJueIZ-o1FyxQRxKqhGWYcLZ0?authuser=0&hl=tr&rclk=1
ESEN İLETİŞİM,"28 Haziran, Turan Güneş Cd. NO:301/B, 41060 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/UNO+Bilgisayar/data=!4m7!3m6!1s0x14cb516ccfadef9b:0xfed5ccfa9247f566!8m2!3d40.7614312!4d29.9759326!16s%2Fg%2F11rh_4sl16!19sChIJm--tz2xRyxQRZvVHkvrM1f4?authuser=0&hl=tr&rclk=1
Bosch Buderus Kocaeli Yetkili Servisi,"10/A, Yenişehir, Banu Sk., 41050 İzmit/Kocaeli",(0262) 311 41 54,,http://www.isisanservis.com/,https://www.google.com/maps/place/%D9%81%D8%B1%D8%A7%D8%B3+%D9%84%D9%84%D8%A5%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA.+F%C4%B0RAS+%C4%B0LET%C4%B0%C5%9E%C4%B0M%E2%80%AD/data=!4m7!3m6!1s0x14cb4f1338c09ea5:0x5ab7d693610a7d80!8m2!3d40.76679!4d29.934732!16s%2Fg%2F11k3lx6dmg!19sChIJpZ7AOBNPyxQRgH0KYZPWt1o?authuser=0&hl=tr&rclk=1
Ats Teknik Demirdöküm Yetkili Servisi İzmit Kocaeli,"Yenişehir, Turan Güneş Cd. No:272 No:6, 41050 İzmit/Kocaeli",0552 626 77 26,,http://atsteknik.net/,https://www.google.com/maps/place/ESEN+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb51d72bad048d:0x2356ddb2ae0f17f5!8m2!3d40.772903!4d29.952615!16s%2Fg%2F11fy4bn0zh!19sChIJjQStK9dRyxQR9RcPrrLdViM?authuser=0&hl=tr&rclk=1
Ats Teknik Demirdöküm Yetkili Servisi İzmit Kocaeli,"Yenişehir, Turan Güneş Cd. No:272 No:6, 41050 İzmit/Kocaeli",0552 626 77 26,,http://atsteknik.net/,https://www.google.com/maps/place/Bosch+Buderus+Kocaeli+Yetkili+Servisi/data=!4m7!3m6!1s0x14cb4ff025c1efe5:0x339a5d744269222f!8m2!3d40.7656552!4d29.9609359!16s%2Fg%2F1hc45lfpb!19sChIJ5e_BJfBPyxQRLyJpQnRdmjM?authuser=0&hl=tr&rclk=1
Ats Teknik Demirdöküm Yetkili Servisi İzmit Kocaeli,"Yenişehir, Turan Güneş Cd. No:272 No:6, 41050 İzmit/Kocaeli",0552 626 77 26,,http://atsteknik.net/,https://www.google.com/maps/place/Ats+Teknik+Demird%C3%B6k%C3%BCm+Yetkili+Servisi+%C4%B0zmit+Kocaeli/data=!4m7!3m6!1s0x14cb4f1ab8e75757:0xf0a1ca2a58b5ded!8m2!3d40.7730782!4d29.9574172!16s%2Fg%2F11x5jxtmmc!19sChIJV1fnuBpPyxQR7V2LpaIcCg8?authuser=0&hl=tr&rclk=1
MARS GSM,"Sanayi, Ömer Türkçakal Blv., 41100 İzmit/Kocaeli",0541 331 01 01,,https://marsgsm.sahibinden.com/,https://www.google.com/maps/place/Lider+Elektromekanik+-+Bosch+Teknik+Servis/data=!4m7!3m6!1s0x14cb4542943edd71:0x6051757a8e0012d6!8m2!3d40.7485232!4d29.951764!16s%2Fg%2F11b7qbwk4r!19sChIJcd0-lEJFyxQR1hIAjnp1UWA?authuser=0&hl=tr&rclk=1
Gün Elektronik,"Mahmutpaşa, Karamürsel Cd. No:381/C, 41140 Başiskele/Kocaeli",0534 209 95 25,,http://gunelektronik.org/?utm_source=gmb&utm_medium=referral,https://www.google.com/maps/place/Demir+Teknik+servis+kartepe/data=!4m7!3m6!1s0x14cb51481bf988a9:0xd9bdc5961759ecbb!8m2!3d40.7507155!4d30.0216057!16s%2Fg%2F11kqkk0hsw!19sChIJqYj5G0hRyxQRu-xZF5bFvdk?authuser=0&hl=tr&rclk=1
YILDIZ TEKNİK KOMBİ VE KLİMA,"Karabaş, Süleymanpaşa Sk NO 6, 41001 İzmit/Kocaeli",0531 849 13 72,,N/A,https://www.google.com/maps/place/MARS+GSM/data=!4m7!3m6!1s0x14cb451629373db7:0x5460d0275df367a3!8m2!3d40.7536197!4d29.9473234!16s%2Fg%2F11w8sjqz_5!19sChIJtz03KRZFyxQRo2fzXSfQYFQ?authuser=0&hl=tr&rclk=1
Körfez Derince Teknik beyaz eşya servisi,"Deniz, Ören Sk. No:6, 41100 Derince/Kocaeli",0531 771 23 01,,http://derincebeyazesyateknikservis.com.tr/,https://www.google.com/maps/place/G%C3%BCn+Elektronik/data=!4m7!3m6!1s0x14cb44e04167a137:0xef86f9aff6e90ab1!8m2!3d40.7251427!4d29.9553026!16s%2Fg%2F11f3s6_0jj!19sChIJN6FnQeBEyxQRsQrp9q_5hu8?authuser=0&hl=tr&rclk=1
İzmit Arçelik Servis,"Kadıköy, Ziya Gökalp Cd. no 45, 41050 İzmit/Kocaeli",(0262) 322 38 18,,N/A,https://www.google.com/maps/place/YILDIZ+TEKN%C4%B0K+KOMB%C4%B0+VE+KL%C4%B0MA/data=!4m7!3m6!1s0x14cb4fa21ba43c29:0xc69233639d3b0b20!8m2!3d40.7640751!4d29.9353988!16s%2Fg%2F11hz6t6nzm!19sChIJKTykG6JPyxQRIAs7nWMzksY?authuser=0&hl=tr&rclk=1
Özkarlar Elektrik Elektronik,"Mahmutpaşa, Karamürsel Cd. No:429 c, 41140 Başiskele/Kocaeli",(0262) 349 23 53,,N/A,https://www.google.com/maps/place/K%C3%B6rfez+Derince+Teknik+beyaz+e%C5%9Fya+servisi/data=!4m7!3m6!1s0x14cb4700605fb621:0xa736b2bbbe9cf23a!8m2!3d40.755503!4d29.8322237!16s%2Fg%2F1ptyk0wzs!19sChIJIbZfYABHyxQROvKcvruyNqc?authuser=0&hl=tr&rclk=1
İZMİT IPHONE SATIŞ BAYİSİ NOVO MOBİL - GARANTİLİ TEKNİK SERVİS,"Ömerağa, Akça Cami Cd. NO:18/E, 41100 İzmit/Kocaeli",0541 115 41 41,,http://izmitiphoneteknikservis.com/,https://www.google.com/maps/place/%C4%B0zmit+Ar%C3%A7elik+Servis/data=!4m7!3m6!1s0x14cb4ffc47319503:0x63a73918de782741!8m2!3d40.7687476!4d29.9485174!16s%2Fg%2F11h6hc4kb0!19sChIJA5UxR_xPyxQRQSd43hg5p2M?authuser=0&hl=tr&rclk=1
OKUMUŞ KLİMA VE KOMBİ,"Yenişehir, Muhsin Yazıcıoğlu Sk. No:77, 41100 İzmit/Kocaeli",0540 601 41 41,,N/A,https://www.google.com/maps/place/%C3%96zkarlar+Elektrik+Elektronik/data=!4m7!3m6!1s0x14cb4548d01b06c7:0xff564b39b57d1175!8m2!3d40.7227899!4d29.9508341!16s%2Fg%2F11f9tkwzf7!19sChIJxwYb0EhFyxQRdRF9tTlLVv8?authuser=0&hl=tr&rclk=1
ARŞLAN Teknik,"Kadıköy Mahallesi Kanuni Sultan Sok:No:55/A, Kocaeli",(0262) 333 00 76,,N/A,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+IPHONE+SATI%C5%9E+BAY%C4%B0S%C4%B0+NOVO+MOB%C4%B0L+-+GARANT%C4%B0L%C4%B0+TEKN%C4%B0K+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb452649af4b19:0x5d6f3a12c500eb1b!8m2!3d40.7655553!4d29.9287702!16s%2Fg%2F11tmjrqj5d!19sChIJGUuvSSZFyxQRG-sAxRI6b10?authuser=0&hl=tr&rclk=1
Ortak iletişim,"Hacıhasan, İnönü Cd. No:69, 41310 İzmit/Kocaeli",0551 014 37 56,,N/A,https://www.google.com/maps/place/OKUMU%C5%9E+KL%C4%B0MA+VE+KOMB%C4%B0/data=!4m7!3m6!1s0x14cb4f4b45cc00fb:0x40f5d614ce2222aa!8m2!3d40.7831572!4d29.9695818!16s%2Fg%2F11lnr417xn!19sChIJ-wDMRUtPyxQRqiIizhTW9UA?authuser=0&hl=tr&rclk=1
Kocaeli Beyaz Eşya Servisi,"mahallesi, Yahyakaptan, Şht. Ali İhsan Çakmak Sk. No:28 / A, 41100 İzmit/Kocaeli",(0262) 606 04 12,,N/A,https://www.google.com/maps/place/AR%C5%9ELAN+Teknik/data=!4m7!3m6!1s0x14cb4f92a023ab15:0x292fb6d26e414635!8m2!3d40.7692664!4d29.9495133!16s%2Fg%2F11qbb9mf5s!19sChIJFasjoJJPyxQRNUZBbtK2Lyk?authuser=0&hl=tr&rclk=1
GENERAL MOBILE KOCAELİ YETKİLİ SERVİSİ,"Ömerağa, Alemdar Cd. No:34, 41300 İzmit/Kocaeli",(0262) 331 63 63,,http://iletkom.com/,https://www.google.com/maps/place/Ortak+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb450059d348d7:0x89eb71082b109204!8m2!3d40.765325!4d29.9249679!16s%2Fg%2F11tmzzx0l4!19sChIJ10jTWQBFyxQRBJIQKwhx64k?authuser=0&hl=tr&rclk=1
FATURAMATİK - Erdoğan İletişim,"Erenler, Turan Güneş Cd. 247/B, 41060 İzmit/Kocaeli",0545 485 57 74,,N/A,https://www.google.com/maps/place/Kocaeli+Beyaz+E%C5%9Fya+Servisi/data=!4m7!3m6!1s0x14cb4f5aa9861235:0x84889c2dee5f7022!8m2!3d40.7698737!4d29.9685825!16s%2Fg%2F11h2qt141h!19sChIJNRKGqVpPyxQRInBf7i2ciIQ?authuser=0&hl=tr&rclk=1
Körfez Beyaz Eşya Servisi,"Kadıköy, Kanuni Sultan Sok:No:55 D:A, 41050 İzmit/Kocaeli",0532 790 61 00,,N/A,https://www.google.com/maps/place/GENERAL+MOBILE+KOCAEL%C4%B0+YETK%C4%B0L%C4%B0+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb457f8d457013:0xe4eb2c2caa14bf99!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11hzxjf_55!19sChIJE3BFjX9FyxQRmb8Uqiws6-Q?authuser=0&hl=tr&rclk=1
Samsung Kocaeli Beyaz Eşya ve Elektronik Yetkili Servisi Kadıköy,"Kadıköy, Çimen Sk. No:18, 41050 İzmit/Kocaeli",(0262) 331 10 10,,N/A,https://www.google.com/maps/place/FATURAMAT%C4%B0K+-+Erdo%C4%9Fan+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4ff205f4b767:0x7eca2bfef065e063!8m2!3d40.7712945!4d29.948623!16s%2Fg%2F11rrp5lwmf!19sChIJZ7f0BfJPyxQRY-Bl8P4ryn4?authuser=0&hl=tr&rclk=1
Megatech Bilişim Teknoloji Hizmetleri,"Mahmutpaşa, Mahmutpaşa Cd No:47, 41140 Başiskele/Kocaeli",(0262) 349 50 41,,N/A,https://www.google.com/maps/place/K%C3%B6rfez+Beyaz+E%C5%9Fya+Servisi/data=!4m7!3m6!1s0x14cb4f92a023ab15:0x8469a5c83d92d122!8m2!3d40.7692664!4d29.9495133!16s%2Fg%2F11t2b3dm_z!19sChIJFasjoJJPyxQRItGSPcilaYQ?authuser=0&hl=tr&rclk=1
İzmit Philips Yetkili Servis,"Tepecik, Kemal Öz Sk. no24/A, 41200 İzmit/Kocaeli",(0262) 333 00 38,"izmit@phservis.com, golcuk@phservis.com",http://tekniktv.net/,https://www.google.com/maps/place/Samsung+Kocaeli+Beyaz+E%C5%9Fya+ve+Elektronik+Yetkili+Servisi+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cb4f1c2184417b:0x136ea3a12bca80f4!8m2!3d40.7669095!4d29.9433313!16s%2Fg%2F11j68c_gd9!19sChIJe0GEIRxPyxQR9IDKK6GjbhM?authuser=0&hl=tr&rclk=1
Kayalar Telefon - Kocaeli Telefon Tamiri - İzmit Telefon Tablet Tamiri,"no95 ve no115, Ömerağa, Abdurrahman Yüksel Cd. Belsa plaza D:5-6 blok kat1, 41300 İzmit/Kocaeli",0544 928 86 86,,N/A,https://www.google.com/maps/place/Megatech+Bili%C5%9Fim+Teknoloji+Hizmetleri/data=!4m7!3m6!1s0x14cb4535c2af4efb:0xf356e8a5b4713bf8!8m2!3d40.7234901!4d29.9560488!16s%2Fg%2F11h21nks09!19sChIJ-06vwjVFyxQR-DtxtKXoVvM?authuser=0&hl=tr&rclk=1
Kıvanç iletişim,"atakan apartmani, Karabaş, Leyla Atakan Cd. no:17, 41040 İzmit/Kocaeli",0537 464 13 78,,N/A,https://www.google.com/maps/place/%C4%B0zmit+Philips+Yetkili+Servis/data=!4m7!3m6!1s0x14cb457f1cfef9d1:0xcf88d3f169661880!8m2!3d40.7648149!4d29.9253861!16s%2Fg%2F11gjwhtfr5!19sChIJ0fn-HH9FyxQRgBhmafHTiM8?authuser=0&hl=tr&rclk=1
Vestel Yetkili Servisi - Başiskele - Ümran Taylan,"Barbaros, Atatürk Cd. No:63, 41090 Başiskele/Kocaeli",(0262) 424 24 24,vmh@vestel.com.tr,https://www.vestel.com.tr/,https://www.google.com/maps/place/Kayalar+Telefon+-+Kocaeli+Telefon+Tamiri+-+%C4%B0zmit+Telefon+Tablet+Tamiri/data=!4m7!3m6!1s0x14cb45cde10a0a61:0xcd639c9ca8990a2b!8m2!3d40.7642674!4d29.9288339!16s%2Fg%2F11gs5_d41z!19sChIJYQoK4c1FyxQRKwqZqJycY80?authuser=0&hl=tr&rclk=1
Rüyam Kombi,"Kadıköy Mahallesi Selahattin Mutlu Sokak No:49 A İç Kapı NO:1, 41050 İzmit/Kocaeli",0532 139 38 96,,https://www.ruyamkombi.com/,https://www.google.com/maps/place/K%C4%B1van%C3%A7+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb4f87598358fd:0x6a84e230eebb7cb2!8m2!3d40.763488!4d29.9346715!16s%2Fg%2F11hcknd4ql!19sChIJ_ViDWYdPyxQRsny77jDihGo?authuser=0&hl=tr&rclk=1
İZMİT KOMBİ SERVİSİ,"Yenişehir, Altıntaş Sk. no:5, 41050 İzmit/Kocaeli",0531 945 84 68,info@izmitkombiservis.com,https://izmitkombiservis.com/,https://www.google.com/maps/place/Vestel+Yetkili+Servisi+-+Ba%C5%9Fiskele+-+%C3%9Cmran+Taylan/data=!4m7!3m6!1s0x14cb455180b4a565:0x68131501b6f9b4ac!8m2!3d40.7064!4d29.9302!16s%2Fg%2F11sx0fxn7m!19sChIJZaW0gFFFyxQRrLT5tgEVE2g?authuser=0&hl=tr&rclk=1
شفق للاتصالات,"Cedit, İnönü Cd. No:314, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/R%C3%BCyam+Kombi/data=!4m7!3m6!1s0x14cb4f8d45f4815b:0x853f7f95cd706a2d!8m2!3d40.7679916!4d29.9500726!16s%2Fg%2F11gwmhpyb0!19sChIJW4H0RY1PyxQRLWpwzZV_P4U?authuser=0&hl=tr&rclk=1
Telephone Aksesuar Teknoloji / Teknik Servis,"Ömerağa, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+KOMB%C4%B0+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb4f43076665db:0x40666060d388afcb!8m2!3d40.7646138!4d29.9635716!16s%2Fg%2F11wh_7yrpk!19sChIJ22VmB0NPyxQRy6-I02BgZkA?authuser=0&hl=tr&rclk=1
İzmit İPhone Apple Teknik Servis AppleTime,"Ömerağa, Alemdar Cd. Şen İş Merkezi Zemin Kat No : 46, 41100 İzmit/Kocaeli",0543 521 96 75,,N/A,https://www.google.com/maps/place/%D8%B4%D9%81%D9%82+%D9%84%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14cb4f79974bc347:0x955ff43f5ad92427!8m2!3d40.7668958!4d29.9345758!16s%2Fg%2F11q8wxv12t!19sChIJR8NLl3lPyxQRJyTZWj_0X5U?authuser=0&hl=tr&rclk=1
Yapar Teknik,"Kozluk, Numan Kahya Sk. NO7/C, 41100 İzmit/Kocaeli",(0262) 331 53 31,,N/A,https://www.google.com/maps/place/Telephone+Aksesuar+Teknoloji+%2F+Teknik+Servis/data=!4m7!3m6!1s0x14cb457faf142d0f:0x82a8d74167cd5de0!8m2!3d40.7636006!4d29.9299096!16s%2Fg%2F11fkmxr0lj!19sChIJDy0Ur39FyxQR4F3NZ0HXqII?authuser=0&hl=tr&rclk=1
