Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Hi Bro | Kocaeli Web Tasarım | Reklam Ajansı | Sosyal Medya | Prodüksiyon ve SEO Ajansı,"Çarşı Yapı AVM, Sanayi, B18/K3, 41040 İzmit/Kocaeli",0850 840 4185,"lazyload@2.0.0-rc.2, select2@4.1.0-rc.0, hi@hibro.co, htmx.org@1.9.10",https://www.hibro.co/,https://www.google.com/maps/place/Nas+Bili%C5%9Fim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Hiz.+Burak+%C3%96%C4%9EREN%C4%B0R/data=!4m7!3m6!1s0x14cb457f8d457013:0xcd3a756005cfb09b!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11c2y8sqkh!19sChIJE3BFjX9FyxQRm7DPBWB1Os0?authuser=0&hl=tr&rclk=1
Bu Bilişim,"DEVHA Ofis, Yeşilova Mahallesi Gündoğdu Caddesi, Yeşilova, Soykan Sitesi No:25/b, 41100 İzmit/Kocaeli",0555 352 95 67,,,https://www.google.com/maps/place/Proser+Bili%C5%9Fim+Teknolojileri/data=!4m7!3m6!1s0x14cb4700dd0c61e7:0x1f792933e5de12ee!8m2!3d40.7494416!4d29.9593642!16s%2Fg%2F1tfy50rw!19sChIJ52EM3QBHyxQR7hLe5TMpeR8?authuser=0&hl=tr&rclk=1
TROY Apple Yetkili Satıcı ve Yetkili Servis Sağlayıcısı,"Sanayi Mah. Ömer Türkçakal Bul. 41 Burda AVM Kat:1 No:156, 41040 İzmit/Kocaeli",0850 532 1992,"Autho_Ser_Provi_2ln_blk_US_051117_1eebbd09-930c-4776-a2ae-9b2d3555747a_130x@2x.svg, Logo-Footer-Apple-Premium-Partner_100x@2x.svg, Authorized_Education_Specialist_2ln_blk_CAEN_110821_130x@2x.svg, info@troyestore.com",https://www.troyestore.com/,https://www.google.com/maps/place/Hi+Bro+%7C+Kocaeli+Web+Tasar%C4%B1m+%7C+Reklam+Ajans%C4%B1+%7C+Sosyal+Medya+%7C+Prod%C3%BCksiyon+ve+SEO+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb455c3382057f:0x3187ef2096612a00!8m2!3d40.7532765!4d29.9538283!16s%2Fg%2F11bc7rxx70!19sChIJfwWCM1xFyxQRACphliDvhzE?authuser=0&hl=tr&rclk=1
AKYASİS,"Hacıhasan Mahallesi, Doğanbirlik Apartmanı No:45 Kat:1 Daire:1, İnönü Cd., 41000",0850 807 0311,bilgi@akyasis.com,http://www.akyasis.com/,https://www.google.com/maps/place/Bu+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f750c9426f7:0x745a16f942abf1c9!8m2!3d40.7879607!4d29.969226!16s%2Fg%2F11f9_crj5l!19sChIJ9yaUDHVPyxQRyfGrQvkWWnQ?authuser=0&hl=tr&rclk=1
Danıştek,"Serdar, Karaca Sk. No:14, 41100 İzmit/Kocaeli",,,,https://www.google.com/maps/place/TROY+Apple+Yetkili+Sat%C4%B1c%C4%B1+ve+Yetkili+Servis+Sa%C4%9Flay%C4%B1c%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4563fc76d203:0xa9bc1f06aaafaecc!8m2!3d40.7565218!4d29.9473663!16s%2Fg%2F11g68_lbtv!19sChIJA9J2_GNFyxQRzK6vqgYfvKk?authuser=0&hl=tr&rclk=1
Toprak Bilgisayar Ve Bilişim Hizmetleri (Orhan Diner),"Ömerağa, İstiklal Cd. No:107, 41300 İzmit/Kocaeli",,,,https://www.google.com/maps/place/AKYAS%C4%B0S/data=!4m7!3m6!1s0x14cb4f8e1396ca3b:0xa7e2063557462cc5!8m2!3d40.764389!4d29.9219307!16s%2Fg%2F11bzt1wyqh!19sChIJO8qWE45PyxQRxSxGVzUG4qc?authuser=0&hl=tr&rclk=1
Nova Bilişim Teknolojileri ve Danışmanlık,"Alikahya Fatih, Horasan Cd. No:35B D:15, 41310 İzmit/Kocaeli",(0262) 606 04 43,,,https://www.google.com/maps/place/Dan%C4%B1%C5%9Ftek/data=!4m7!3m6!1s0x14cb45f00ea4220b:0xa05eebc62e7ba897!8m2!3d40.7674823!4d29.8935556!16s%2Fg%2F11h54z72c8!19sChIJCyKkDvBFyxQRl6h7LsbrXqA?authuser=0&hl=tr&rclk=1
ATLANTIS BILIŞIM,"Doğan, Hatipköy Cd. No:10, 41100 İzmit/Kocaeli",(0262) 227 00 27,,https://www.parcaoem.com/k/uydu-alici/1949/,https://www.google.com/maps/place/Toprak+Bilgisayar+Ve+Bili%C5%9Fim+Hizmetleri+%28Orhan+Diner%29/data=!4m7!3m6!1s0x14cb457f8ed22fdb:0x279309a0c18cd7b2!8m2!3d40.7644475!4d29.928176!16s%2Fg%2F11h54zj7tm!19sChIJ2y_Sjn9FyxQRsteMwaAJkyc?authuser=0&hl=tr&rclk=1
Limon Akademi,"İşhanı No:48, Ömerağa, Alemdar Cd., 41100 İzmit/Kocaeli",(0262) 325 33 03,,,https://www.google.com/maps/place/Nova+Bili%C5%9Fim+Teknolojileri+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb51145c9984b7:0xdebce1f3a613dbc7!8m2!3d40.7722323!4d29.9801315!16s%2Fg%2F11vcmd560s!19sChIJt4SZXBRRyxQRx9sTpvPhvN4?authuser=0&hl=tr&rclk=1
Logo Yazılımları Satış,"Ömerağa Mah. İstiklal Cd. Soydan İş Merkezi D:K:4 No:126, İzmit/Kocaeli",444 4 319,,http://logodestekhatti.net/,https://www.google.com/maps/place/ATLANTIS+BILI%C5%9EIM/data=!4m7!3m6!1s0x14cb460c0c11227f:0x63abf908f5c1a6ba!8m2!3d40.7663075!4d29.8754227!16s%2Fg%2F11h45qtyzv!19sChIJfyIRDAxGyxQRuqbB9Qj5q2M?authuser=0&hl=tr&rclk=1
"Essente Bilişim | Kocaeli Web Tasarım, E-Ticaret, Sosyal Medya, Mobil Uygulama","Sanayi Mah D-130 Karayolu, Sanayi, Cad No:117, 41100 İzmit/Kocaeli",(0262) 322 41 12,info@essentebilisim.com,https://www.essentebilisim.com/,https://www.google.com/maps/place/Limon+Akademi/data=!4m7!3m6!1s0x14cb457f69955225:0xf3a336bed13abafd!8m2!3d40.762454!4d29.928703!16s%2Fg%2F11cjkq70jv!19sChIJJVKVaX9FyxQR_bo60b42o_M?authuser=0&hl=tr&rclk=1
Kocaeli Web Tasarım Yazılım Hizmetleri,"Cumhuriyet, 41670 İzmit/Kocaeli",,,,"https://www.google.com/maps/place/Essente+Bili%C5%9Fim+%7C+Kocaeli+Web+Tasar%C4%B1m,+E-Ticaret,+Sosyal+Medya,+Mobil+Uygulama/data=!4m7!3m6!1s0x14cb4581b460c173:0xb46be978a62b5fbe!8m2!3d40.7442881!4d29.9552254!16s%2Fg%2F1v_qr95x!19sChIJc8FgtIFFyxQRvl8rpnjpa7Q?authuser=0&hl=tr&rclk=1"
Nikofect,"Ömerağa, Alemdar Cd. Karaçetin İş Merkezi Kat:5 No:28, 41300 İzmit/Kocaeli",0537 818 57 62,"info@nikofect.com, bootstrap-icons@1.3.0",https://nikofect.com/,https://www.google.com/maps/place/Ludusco/data=!4m7!3m6!1s0x14cb4fe498ea6e1b:0x443ba7a24cc7b116!8m2!3d40.7648586!4d29.9674951!16s%2Fg%2F11vjr63gbv!19sChIJG27qmORPyxQRFrHHTKKnO0Q?authuser=0&hl=tr&rclk=1
Ulustech,"Erenler, Kevser Sk. No:12, 41030 İzmit/Kocaeli",0850 888 8587,info@ulustech.com,https://www.ulustech.com/,https://www.google.com/maps/place/Kocaeli+Web+Tasar%C4%B1m+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb418f97012af1:0xfa746d58d759dbe1!8m2!3d40.7595287!4d29.875036!16s%2Fg%2F11s7szbkt9!19sChIJ8SoBl49ByxQR4dtZ11htdPo?authuser=0&hl=tr&rclk=1
Çelebi Bilgisayar ve Yazılım Hizmetleri,"Körfez Mah Sanayi Cad Berk Sok No:1 Dolphin Avm K:4 D:425, 41040 İzmit/Kocaeli",0533 394 91 83,,,https://www.google.com/maps/place/Ulustech/data=!4m7!3m6!1s0x14cb4f2c8659f0ad:0x500882848c621d16!8m2!3d40.77688!4d29.945282!16s%2Fg%2F11vxbv728s!19sChIJrfBZhixPyxQRFh1ijISCCFA?authuser=0&hl=tr&rclk=1
Ofis İletişim,"Körfez mah. Berk sok Barış İş Merkezi, No:10/B, 41040 İzmit/Kocaeli",(0262) 325 35 31,,https://www.ofisiletisim.com/,https://www.google.com/maps/place/Pardus+Bilgisayar+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb45d6d7b29075:0xc6086adb65f05507!8m2!3d40.7652253!4d29.9286745!16s%2Fg%2F11gy4_0447!19sChIJdZCy19ZFyxQRB1XwZdtqCMY?authuser=0&hl=tr&rclk=1
HIZLI SİSTEM,"Çarşı Yapı AVM, Sanayi, Kozalı Cd. G2 Blok, 41100 İzmit/Kocaeli",(0262) 239 76 33,,,https://www.google.com/maps/place/%C3%87elebi+Bilgisayar+ve+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb457ff2938cf3:0x85f35ab78b1e7483!8m2!3d40.7644649!4d29.9399372!16s%2Fg%2F11f_1_q5k4!19sChIJ84yT8n9FyxQRg3Qei7da84U?authuser=0&hl=tr&rclk=1
Sonar Ar-ge Yazılım,"28 Haziran, Teknopark 1. Bina No:4, 41060 Gebze/Kocaeli (İzmit)",(0262) 678 88 32,,,https://www.google.com/maps/place/Ofis+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb45668b155555:0x5d118a9d80061788!8m2!3d40.7647474!4d29.9391556!16s%2Fg%2F11fnqt6622!19sChIJVVUVi2ZFyxQRiBcGgJ2KEV0?authuser=0&hl=tr&rclk=1
MX Dijital Medya Ajansı,"Sanayi, Lalezar Sk. No:6/1, 41040 İzmit/Kocaeli",0510 220 20 69,,https://mx.net.tr/,https://www.google.com/maps/place/HIZLI+S%C4%B0STEM/data=!4m7!3m6!1s0x14cb4562f1979ed9:0x48efb7d913bc93e6!8m2!3d40.7544557!4d29.9540638!16s%2Fg%2F1tdhhw19!19sChIJ2Z6X8WJFyxQR5pO8E9m370g?authuser=0&hl=tr&rclk=1
Irmak Bilgisayar,"Ömerağa, Belsa Sk. No:32, 41300 İzmit/Kocaeli",,,,https://www.google.com/maps/place/Sonar+Ar-ge+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb4f94f9856835:0x1f8700c89f5f1074!8m2!3d40.775986!4d29.948357!16s%2Fg%2F1hc1f2dn8!19sChIJNWiF-ZRPyxQRdBBfn8gAhx8?authuser=0&hl=tr&rclk=1
Vm Teknoloji San. Ve Tic. Ltd. Şti,"Körfez, Kahya Kadın Cd No:6/2, 41060 İzmit/Kocaeli",(0262) 324 40 25,destek@vmteknoloji.com,http://www.vmteknoloji.com/,https://www.google.com/maps/place/MX+Dijital+Medya+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb51b2fd93b4ad:0x67e5d4afaf23229f!8m2!3d40.7564062!4d29.9534156!16s%2Fg%2F11h5vdm8zw!19sChIJrbST_bJRyxQRnyIjr6_U5Wc?authuser=0&hl=tr&rclk=1
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/Irmak+Bilgisayar/data=!4m7!3m6!1s0x14cb457fe5129613:0x1e612032dcfddb08!8m2!3d40.7652338!4d29.9287215!16s%2Fg%2F11c2cqcjnw!19sChIJE5YS5X9FyxQRCNv93DIgYR4?authuser=0&hl=tr&rclk=1
İzmit Yazılım Şirketi,"Bekirdere, Ayça Sk. no 36/1, 41060 İzmit/Kocaeli",0553 566 77 80,,,https://www.google.com/maps/place/EDM+Bili%C5%9Fim+%7C+ORKA+Yetkili+Bayi+-+EXTRA+Yaz%C4%B1l%C4%B1m+Dan%C4%B1%C5%9Fmanl%C4%B1k+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb2089686ddf81:0x567961dae6aeba27!8m2!3d40.7632607!4d29.9642482!16s%2Fg%2F1ptzlk8bn!19sChIJgd9taIkgyxQRJ7qu5tpheVY?authuser=0&hl=tr&rclk=1
Gökhan Elektronik izmit,"Karabaş, Cengiz Topel Cd. No:38, 41100 İzmit/Kocaeli",(0262) 321 40 50,,,https://www.google.com/maps/place/OTP+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb51523aaf4011:0x6c26ed43ac4aea64!8m2!3d40.7666661!4d29.9768537!16s%2Fg%2F11lw0x8154!19sChIJEUCvOlJRyxQRZOpKrEPtJmw?authuser=0&hl=tr&rclk=1
BELSA PLAZA Anatolia Bilgisayar Satış ve Servis Hizmetleri,"ömerağa mahallesi abdurrahman yüksel caddesi belsa plaza iş merkezi, ömerağa mh. belsa plaza iş merkezi k1 no:148 izmit/kocaeli, Belsa plaza iş merkezi k1 no 148-149 izmit merkez, belsa plaza kat 2 no 148, 41200 İZMİT/Kocaeli",(0262) 323 63 06,,,https://www.google.com/maps/place/%C4%B0zmit+Yaz%C4%B1l%C4%B1m+%C5%9Eirketi/data=!4m7!3m6!1s0x14cb4f438e9b49bd:0x8af48da64a29c110!8m2!3d40.7781268!4d29.9555827!16s%2Fg%2F11rst3pg8b!19sChIJvUmbjkNPyxQREMEpSqaN9Io?authuser=0&hl=tr&rclk=1
Kocaeli Yazılım,"Nizamettin Çetin İşhanı, Kemalpaşa, Kemaliye Cd. No:5/5, 41100 İzmit/Kocaeli",0850 220 2525,,http://www.kocaeliyazilim.com/,https://www.google.com/maps/place/G%C3%B6khan+Elektronik+izmit/data=!4m7!3m6!1s0x14cb4f87bcc854af:0x7306b82cc67b4d2e!8m2!3d40.7648059!4d29.9375384!16s%2Fg%2F1vc3kk1j!19sChIJr1TIvIdPyxQRLk17xiy4BnM?authuser=0&hl=tr&rclk=1
DMV BİLİŞİM,"Ömerağa, İstiklal Sk Aydınlar Apt No:8 D:10, 41300 İzmit/Kocaeli",0530 956 44 41,info@dmv.com.tr,https://www.dmv.com.tr/,https://www.google.com/maps/place/BELSA+PLAZA+Anatolia+Bilgisayar+Sat%C4%B1%C5%9F+ve+Servis+Hizmetleri/data=!4m7!3m6!1s0x14cb45f3163188a3:0x70c2c9f81757b0e1!8m2!3d40.7649696!4d29.9292946!16s%2Fg%2F1hc3nt0d3!19sChIJo4gxFvNFyxQR4bBXF_jJwnA?authuser=0&hl=tr&rclk=1
Kocaeli Kaya Grup,"Körfez, Ankara Yolu Cad No:24, 41001 İzmit/Kocaeli",(0262) 335 38 71,"info@kocaelikaya.com.tr, ik@kocaelikaya.com.tr",https://kocaelikaya.com.tr/,https://www.google.com/maps/place/DMV+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cab9e0f053478d:0x1dfabd542426c789!8m2!3d40.7635635!4d29.9276086!16s%2Fg%2F11vq2b2662!19sChIJjUdT8OC5yhQRiccmJFS9-h0?authuser=0&hl=tr&rclk=1
ÇINAR ENERJİ BİLİŞİM,"Yenişehir, 41050 İzmit/Kocaeli",0506 692 75 21,,,https://www.google.com/maps/place/G%C3%B6kbim+Yaz%C4%B1l%C4%B1m+ve+Barkod+Sistemleri/data=!4m7!3m6!1s0x14cb4f878f340947:0x292ba063e561abdb!8m2!3d40.7639243!4d29.9372154!16s%2Fg%2F1tgl5z02!19sChIJRwk0j4dPyxQR26th5WOgKyk?authuser=0&hl=tr&rclk=1
Bytek Teknoloji,"Ömerağa mahallesi A.Yüksel Cd.Belsa plaza, no 104, 41100 İzmit/Kocaeli",(0262) 333 00 19,,http://www.bytek.net/,https://www.google.com/maps/place/Kocaeli+Kaya+Grup/data=!4m7!3m6!1s0x14cb4f89cea4efb7:0xe182ce872b076f61!8m2!3d40.7616831!4d29.9610296!16s%2Fg%2F11h7f_0cmk!19sChIJt--kzolPyxQRYW8HK4fOguE?authuser=0&hl=tr&rclk=1
MOCAL BİLİŞİM VE TEKNOLOJİ SİSTEMLERİ / RICOH A BAYİİ,"Kadıköy Mahallesi, Bağdat Caddesi, Kalyoncu Sokak, 41050 İzmit/Kocaeli",(0262) 321 88 89,,,https://www.google.com/maps/place/%C3%87INAR+ENERJ%C4%B0+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4ff61259f01f:0x2c3610758e5cffbe!8m2!3d40.7685433!4d29.9639357!16s%2Fg%2F11h1v88ply!19sChIJH_BZEvZPyxQRvv9cjnUQNiw?authuser=0&hl=tr&rclk=1
EcuMasters KOCAELİ Lisanslı Chip Tuning,"Sanayi, Sarı Limon Sokak No:11, 41100 İzmit/Kocaeli",0553 972 55 80,swiper@7.3.1,https://ecumasters.com.tr/,https://www.google.com/maps/place/Bytek+Teknoloji/data=!4m7!3m6!1s0x14cb4f81aaaaaab7:0x50fd580c9f47fc77!8m2!3d40.7642431!4d29.9297247!16s%2Fg%2F11b77pvrw9!19sChIJt6qqqoFPyxQRd_xHnwxY_VA?authuser=0&hl=tr&rclk=1
YWT | Kocaeli Web Tasarımı Firması,"Kemalpaşa Mah. Gümrükçüler Cad. No: 13 izmit/kocaeli Fazlıoğlu İş Merkezi, Kat: 3 / 51, 41200 İzmit/Kocaeli",0551 892 82 28,,https://www.ywt.com.tr/,https://www.google.com/maps/place/MOCAL+B%C4%B0L%C4%B0%C5%9E%C4%B0M+VE+TEKNOLOJ%C4%B0+S%C4%B0STEMLER%C4%B0+%2F+RICOH+A+BAY%C4%B0%C4%B0/data=!4m7!3m6!1s0x14cb4f8c2d93c581:0x75ab953bc704394e!8m2!3d40.767619!4d29.945758!16s%2Fg%2F11bxb9yvyg!19sChIJgcWTLYxPyxQRTjkExzuVq3U?authuser=0&hl=tr&rclk=1
CİHAN BİLGİSAYAR - ÖMER ALP,"Fethiye cad. Belediye Çarşı İşhanı no:7 C-Doğu Blok Kat:4/15, 41200 İzmit/Kocaeli",(0262) 325 52 03,,http://www.cihanbilgisayar.net/,https://www.google.com/maps/place/Dr.Ecu+Kocaeli/data=!4m7!3m6!1s0x14cb4ff775b621d1:0xce8f6019c48ab647!8m2!3d40.764429!4d29.9614909!16s%2Fg%2F11f9g_287y!19sChIJ0SG2dfdPyxQRR7aKxBlgj84?authuser=0&hl=tr&rclk=1
GoFiS Enerji Bilişim Elektronik Ith.Ihr.San.Tic.Ltd.Sti.,"Kadıköy, Zümrüt Sk. No:43/A, 41050 İzmit/Kocaeli",(0262) 333 00 01,,http://www.gofis.com.tr/,https://www.google.com/maps/place/POSS%C4%B0S+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb45683d86c3af:0xde93748aec73b857!8m2!3d40.7560811!4d29.9563489!16s%2Fg%2F11fl0xx860!19sChIJr8OGPWhFyxQRV7hz7Ip0k94?authuser=0&hl=tr&rclk=1
ERG Bilişim Teknolojileri/Fotokopi/Faks/Printer,"Mehmet Ali Paşa Mahallesi, Sabit Barış Sk. No:4, 41050 İzmit/Kocaeli",(0262) 323 25 23,,http://www.ergbilisim.com.tr/,https://www.google.com/maps/place/C%C4%B0HAN+B%C4%B0LG%C4%B0SAYAR+-+%C3%96MER+ALP/data=!4m7!3m6!1s0x14cb4581bc1f0f0b:0x4055c09d97e5bded!8m2!3d40.7632282!4d29.9261243!16s%2Fg%2F1tf8w9r1!19sChIJCw8fvIFFyxQR7b3ll53AVUA?authuser=0&hl=tr&rclk=1
9 Piksel Web Tasarım,"Kadıköy, Turan Güneş Cd. No:156, 41050 İzmit/Kocaeli",0538 245 70 90,info@9piksel.com,http://www.9piksel.com/,https://www.google.com/maps/place/Aerotek+Bili%C5%9Fim+Sanayi+ve+Ticaret+A%C5%9E./data=!4m7!3m6!1s0x14cb455c20369729:0x972f52cf017d695f!8m2!3d40.7536543!4d29.9551912!16s%2Fg%2F11b6hv_sq7!19sChIJKZc2IFxFyxQRX2l9Ac9SL5c?authuser=0&hl=tr&rclk=1
PullWeb - Kurumsalio Web Tasarım & Grafik Tasarım Hizmetleri,"Ic Kapi, Sanayi, Uzak Sk. NO :9, 41300 İzmit/Kocaeli",0850 309 5776,proje@pullweb.co,http://pullweb.co/,https://www.google.com/maps/place/FourByte+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x6e073fcb4c8b3999:0x56249deb818f827b!8m2!3d39.0863079!4d35.1293295!16s%2Fg%2F11wx_0y03z!19sChIJmTmLTMs_B24Re4KPgeudJFY?authuser=0&hl=tr&rclk=1
Çağrı Mehmet Turan,"Kadıköy, 41050 İzmit/Kocaeli",0850 532 2719,,,https://www.google.com/maps/place/9+Piksel+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4f8e1396ca3b:0x550c774525688720!8m2!3d40.7696226!4d29.9440834!16s%2Fg%2F11cm_gh31r!19sChIJO8qWE45PyxQRIIdoJUV3DFU?authuser=0&hl=tr&rclk=1
TURKCELL SUPERONLINE CELLNET,"Körfez, Yüce Rıfat Sk. No:56, 41100 İzmit/Kocaeli",(0262) 888 70 03,,http://www.cellnet.com.tr/,https://www.google.com/maps/place/PullWeb+-+Kurumsalio+Web+Tasar%C4%B1m+%26+Grafik+Tasar%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x6a6da9cb17a2d71:0x8aa5325e66402972!8m2!3d40.7556291!4d29.9573181!16s%2Fg%2F11kq33j177!19sChIJcS16sZzapgYRcilAZl4ypYo?authuser=0&hl=tr&rclk=1
All Bilişim - Dijital Pazarlama Ajansı | E-Ticaret Çözümleri,"Karabaş, Köseoğlu Sk. No:3 D:5, 41040 İzmit/Kocaeli",,merhaba@allbilisim.com,https://allbilisim.com/,https://www.google.com/maps/place/%C3%87a%C4%9Fr%C4%B1+Mehmet+Turan/data=!4m7!3m6!1s0x14cb44ee7cba0dbf:0x1d986fe3da3835c0!8m2!3d40.7654408!4d29.9408089!16s%2Fg%2F11c1xj75g9!19sChIJvw26fO5EyxQRwDU42uNvmB0?authuser=0&hl=tr&rclk=1
İzmit Bilgisayar,"M. Alipaşa, Sabri Aksoy Sk. No:6/A, 41050 İzmit/Kocaeli",0507 375 92 85,bilgi@izmitbilgisayar.com,https://izmitbilgisayar.com/,https://www.google.com/maps/place/All+Bili%C5%9Fim+-+Dijital+Pazarlama+Ajans%C4%B1+%7C+E-Ticaret+%C3%87%C3%B6z%C3%BCmleri/data=!4m7!3m6!1s0x14cb455158edb733:0x37c30f3fe8d77451!8m2!3d40.7639043!4d29.9339652!16s%2Fg%2F11vswh5wg0!19sChIJM7ftWFFFyxQRUXTX6D8Pwzc?authuser=0&hl=tr&rclk=1
Özeray Bilişim,"Alikahya Fatih, Seymen Cd. No:10, 41310 İzmit/Kocaeli",,,,https://www.google.com/maps/place/%C4%B0zmit+Bilgisayar/data=!4m7!3m6!1s0x14cb4fc474e5a67b:0xa2b9efa93f302c89!8m2!3d40.7663613!4d29.9540761!16s%2Fg%2F11vm4r27xn!19sChIJe6bldMRPyxQRiSwwP6nvuaI?authuser=0&hl=tr&rclk=1
Alten Bilişim ve Ticaret,"Kemalpaşa, Gümrükçüler Cd., 41200 İzmit/Kocaeli",0546 805 97 00,,,https://www.google.com/maps/place/%C3%96zeray+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb5026bf7c56f1:0x1b149628a1ff32a3!8m2!3d40.7758094!4d29.9784025!16s%2Fg%2F11rwp2bzsl!19sChIJ8VZ8vyZQyxQRozL_oSiWFBs?authuser=0&hl=tr&rclk=1
Kocaeli Web Tasarım Hizmeti - Seo ve Dijital Pazarlama,"Kemalpaşa Mahallesi, Şahabettin Bilgisu Caddesi No 11, Kanburoğlu İşhanı, Kat:1 Daire:5, 41100 İzmit/Kocaeli",0552 785 06 59,,,https://www.google.com/maps/place/JumboSoft+Yaz%C4%B1l%C4%B1m+-+Kocaeli+E-ticaret/data=!4m7!3m6!1s0x14cb45be6d59d687:0x2407165dc89897f4!8m2!3d40.7442642!4d29.9552219!16s%2Fg%2F11mwzgsh_1!19sChIJh9ZZbb5FyxQR9JeYyF0WByQ?authuser=0&hl=tr&rclk=1
ENB MEDYA - Kocaeli Web Tasarım,"Çukurbağ, Küçük Hamam Sokak, 41300 İzmit/Kocaeli",0545 289 98 41,,https://enbmedya.com/,https://www.google.com/maps/place/Alten+Bili%C5%9Fim+ve+Ticaret/data=!4m7!3m6!1s0x14cb45838c8e049f:0x50c9706280f13c99!8m2!3d40.7617488!4d29.9224381!16s%2Fg%2F11f00hcdl2!19sChIJnwSOjINFyxQRmTzxgGJwyVA?authuser=0&hl=tr&rclk=1
,"Karabaş, Hürriyet Cd. No:139/B, 41040 İzmit/Kocaeli",0532 232 97 89,,,https://www.google.com/maps/place/Kocaeli+Web+Tasar%C4%B1m+Hizmeti+-+Seo+ve+Dijital+Pazarlama/data=!4m7!3m6!1s0x14cb45eef8179419:0xc93ba9068bdbfc2d!8m2!3d40.7619982!4d29.9240647!16s%2Fg%2F11qq1s6pp6!19sChIJGZQX-O5FyxQRLfzbiwapO8k?authuser=0&hl=tr&rclk=1
Korbil İnternet ve Yazılım Hizmetleri,"Karabaş, Şahabettin Bilgisu Cd. No:2, 41300 İzmit/Kocaeli",(0262) 321 55 94,,,https://www.google.com/maps/place/ENB+MEDYA+-+Kocaeli+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4f8114cb601d:0x672065d7c0c4e480!8m2!3d40.7668066!4d29.9306578!16s%2Fg%2F11hbfhvzws!19sChIJHWDLFIFPyxQRgOTEwNdlIGc?authuser=0&hl=tr&rclk=1
KiWVi,"Körfez, Berk Sk. No:10, 41040 İzmit/Kocaeli",(0262) 331 12 16,,,https://www.google.com/maps/place/Turkcell+Erhanlar+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb457e35b03bbd:0x22a07fba05f32e75!8m2!3d40.764182!4d29.9310577!16s%2Fg%2F11g7kyfxh0!19sChIJvTuwNX5FyxQRdS7zBbp_oCI?authuser=0&hl=tr&rclk=1
İlgi Bilişim Hizmetleri San. ve Tic. A.Ş.,"Kozluk Mah. D100, İstanbul Karayolu No:44 D:7, 41200 İzmit/Kocaeli",(0262) 325 85 25,iletisim@ilgibilisim.com,http://www.ilgibilisim.com/,https://www.google.com/maps/place/Korbil+%C4%B0nternet+ve+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb4581fbacd857:0xc4b299cd10587365!8m2!3d40.7619918!4d29.9272498!16s%2Fg%2F11bbsy6l23!19sChIJV9is-4FFyxQRZXNYEM2ZssQ?authuser=0&hl=tr&rclk=1
Help Bilişim,"Şen İşmerkezi, Ömerağa, Alemdar Cd. No:44, 41600 İzmit/Kocaeli",0554 991 57 47,,,https://www.google.com/maps/place/KiWVi/data=!4m7!3m6!1s0x14cb4f8863618d09:0x27760292522dfe81!8m2!3d40.764831!4d29.9392453!16s%2Fg%2F11b5wjsnxt!19sChIJCY1hY4hPyxQRgf4tUpICdic?authuser=0&hl=tr&rclk=1
